,rY,rC,rI,epr,tfp
1959-12-31,0.01491719038948447,0.03370393819224193,0.02258163775703559,0.024417022028502378,-0.001248195699791177
1960-03-31,0.035126469797337245,0.030171269093884456,0.13351103717160284,0.06278668771494778,-0.00951020062659036
1960-06-30,0.007130248764456448,0.03009407943136244,0.048444146068290506,0.049193981989339,-0.033098548536671935
1960-09-30,-0.04166397168764158,-0.015820870308141166,-0.07127645605581567,0.009224807471214014,-0.05834618013033699
1960-12-31,-0.08590800794848974,-0.03585257674681552,-0.17040446231425044,-0.03619863175290061,-0.07310412257146914
1961-03-31,-0.11732872666885208,-0.04282206800196087,-0.29844986264454487,-0.07697704963342933,-0.075120391246986
1961-06-30,-0.08993091989424828,-0.006958392180818174,-0.24783677232791534,-0.08194529337755752,-0.04013145812837837
1961-09-30,-0.08686726107419385,-0.03549112767086693,-0.20661383468295857,-0.06599682895695902,-0.045123810124429675
1961-12-31,-0.03259246678466754,-0.003670010790643996,-0.11732329942645714,-0.050692121522840417,0.0014735319810093017
1962-03-31,-0.02755190968210608,-0.007583561129588801,-0.10237274094614901,-0.03716955207372197,-6.288254978759067e-05
1962-06-30,-0.01725724327928002,-0.0051703529805315895,-0.056221799456455446,-0.0184343054910302,-4.147665427722824e-05
1962-09-30,-0.021792992639633524,-0.01219395704311943,-0.077227231168427,-0.027523269338599943,0.0015680307356973344
1962-12-31,-0.03926943114498371,-0.021497076414619287,-0.11019298807426625,-0.039516482874883185,-0.008363657812615721
1963-03-31,-0.05382613893872368,-0.03857194188005231,-0.11051485621158197,-0.052910341061782384,-0.012815170306800905
1963-06-30,-0.03677266276216007,-0.044846691709470865,-0.02782687091274949,-0.04630216805963794,0.0015967524359941088
1963-09-30,-0.031729768406790315,-0.044386602404769104,-0.04152403760651269,-0.05323863151469643,0.01075607099472431
1963-12-31,-0.03615135880614906,-0.05455143925453032,-0.004110502787757486,-0.05853001011400616,0.008450323442504404
1964-03-31,-0.017309975671184197,-0.03973704517478582,0.049944545040486954,-0.05770343347103246,0.027381758551532354
1964-06-30,-0.001693227836310096,-0.01303956900050074,0.0412759550842674,-0.06055622287823126,0.04521173808833323
1964-09-30,0.009396703999220657,0.006822144211700909,0.05534586024337873,-0.049972698217839784,0.047830016143754595
1964-12-31,-0.022181257036607782,-0.00515955613847463,-0.022064971579472292,-0.05131508035204713,0.0155078396643753
1965-03-31,0.016320879175470537,-0.006931772132898972,0.15195797492650964,-0.035364577778226436,0.04374453099786324
1965-06-30,0.00578718645527565,-0.01569276211841797,0.12519083197072223,-0.019091226526909644,0.021960437530195165
1965-09-30,0.025989693734323804,-0.0076729528585472995,0.16004726017661852,-0.006232703358278857,0.03145162749421537
1965-12-31,0.08763102756273522,0.05413381635244385,0.24152991661398393,0.010096403821921562,0.07912255142133628
1966-03-31,0.09392404080028394,0.027075816408140385,0.2832047119782306,0.031412637557578726,0.06966252032008713
1966-06-30,0.055594999045831095,0.022650023249366935,0.139467470773337,0.05573218146379344,0.01639935564984607
1966-09-30,0.04661596022371994,0.01151047227812163,0.10621079696550617,0.06552268866762678,0.00042420180465607693
1966-12-31,0.0187162788926023,-0.006677922769817157,-0.008994743597385169,0.06070684901649459,-0.02391211377922009
1967-03-31,-0.009397817360908278,0.00113945545565719,-0.12525064392491136,0.05166265936794012,-0.043426092349031276
1967-06-30,0.0046017365706341185,0.002866377410403409,-0.04712221925680482,0.024727682290909603,-0.012314139241517141
1967-09-30,-0.01893779301033771,-0.01926737447357818,-0.08802754266114943,0.02096308823386439,-0.0322321512570789
1967-12-31,-0.015168989032006364,-0.031136781977766703,-0.04490302701604498,0.024249772800901792,-0.030006284265872152
1968-03-31,0.02977859078885703,-0.00468952347570617,0.04624056207963356,0.025346743745332412,0.014761293898536865
1968-06-30,0.03347414345323263,0.01239928529797285,0.01574834242857559,0.035529030539594775,0.01308424406571218
1968-09-30,0.053831195427157086,0.02943837699972751,0.06070316536746945,0.04406684824309903,0.02716369158805554
1968-12-31,0.053043793015116414,0.016430762177296998,0.0930736750411365,0.06092451636426144,0.015127965396593002
1969-03-31,0.07932052960251235,0.023822566058818495,0.15766319720593835,0.08063816491583076,0.02847599292553582
1969-06-30,0.043178330908869134,0.013704965861916385,0.10013436174785029,0.09966717301717831,-0.017502573733064408
1969-09-30,0.019614423721519003,-0.0035001046981368855,0.06290192959987029,0.10855216492218156,-0.04579805926295377
1969-12-31,-0.02278756236413526,0.0033896260674173284,-0.04482925608992716,0.09608439621673459,-0.07923070060013515
1970-03-31,-0.04549110489038266,0.0036589061179819193,-0.14203254409099464,0.07880058366073306,-0.08929357421844186
1970-06-30,-0.07219351334938662,-0.011861765524061041,-0.19229139381686866,0.03456223591403418,-0.08927975375123742
1970-09-30,-0.06412120429107537,0.0007460315368172932,-0.2055983211202136,-0.005189206695942805,-0.05734382502181279
1970-12-31,-0.08853913641187106,0.0072068819997033184,-0.3016386523291492,-0.06279297835355879,-0.04516739781638757
1971-03-31,-0.038915992648548725,0.0210586533285142,-0.1244772366764626,-0.07046316698336463,0.011558121241371344
1971-06-30,-0.016397480384990892,0.020204007526264833,-0.03819599013476416,-0.07454124177325816,0.03731512808098825
1971-09-30,-0.005706738537000988,0.018523254602877515,-0.005537621050551111,-0.08317797500618018,0.05301429190424911
1971-12-31,0.026376998453100597,0.04019988347574044,0.07532175903545846,-0.08346067551835401,0.08429398383327191
1972-03-31,0.07892039291301045,0.05407672388992135,0.18904456262369163,-0.05904641964748791,0.11972296246937741
1972-06-30,0.1378536670849979,0.11059099861920174,0.25881929477262955,-0.033002443253179914,0.1589546734906957
1972-09-30,0.1547097548116103,0.1392417631169094,0.29258538425977965,-0.024390473463596796,0.16634079746720287
1972-12-31,0.2398226129103398,0.1817989725698721,0.4663918391280444,0.008654652262203522,0.2222013787501207
1973-03-31,0.27769804372431217,0.16338851544794086,0.609153092538179,0.05110377559726742,0.2236669675578069
1973-06-30,0.19984995537074268,0.10671038493755436,0.4869326068867661,0.07031472153143459,0.1315865385617545
1973-09-30,0.14496114253361814,0.08487961665076904,0.3744031611490357,0.07527183649940139,0.07262438664768545
1973-12-31,0.05929709757626456,0.03303506013034396,0.17963832308128902,0.0938456411026285,-0.02058432571358426
1974-03-31,-0.08275501226611959,-0.08376499899902712,-0.07433947780639294,0.09179791239756119,-0.1509057585505158
1974-06-30,-0.1224544120354416,-0.12231463868061898,-0.15399494973397787,0.08505564052198011,-0.18206111305850714
1974-09-30,-0.144292212518213,-0.1414468958338312,-0.1778819411117828,0.06195514215366471,-0.18894335521626449
1974-12-31,-0.23694093239611091,-0.18155829248562294,-0.3944772281016192,0.0007578666589510563,-0.24397576668924847
1975-03-31,-0.2481832022629712,-0.16809230630746086,-0.4649200182689829,-0.10387513057696529,-0.19280583813867225
1975-06-30,-0.21940238018705616,-0.11231660085931805,-0.44422608057877344,-0.1528682885853766,-0.12680489566260322
1975-09-30,-0.19921921078294036,-0.12247402521519035,-0.39782232745612867,-0.14803015400407193,-0.10436648080121802
1975-12-31,-0.16853267322337462,-0.10697046962887613,-0.35363158727743416,-0.13301930519375493,-0.07690215618458907
1976-03-31,-0.08513633619905003,-0.04643257250785515,-0.21980011252689435,-0.09711887314716883,-0.00781575801445078
1976-06-30,-0.051696121759350344,-0.007562874957851018,-0.1603845039609576,-0.08701930537502511,0.023568171203905308
1976-09-30,-0.04138499997773404,0.01571479258778896,-0.15453158290983515,-0.08949899241737524,0.037596335723779184
1976-12-31,0.003707876717942593,0.04421496001266334,-0.05057710202185539,-0.09021696709397897,0.08584071593039044
1977-03-31,0.038784313558535954,0.047439235994543916,0.04192771491764247,-0.06677671992505352,0.10590515158728264
1977-06-30,0.06421529025657535,0.029404873205454818,0.15493526960335902,-0.03451196600551587,0.10796460023366761
1977-09-30,0.08646470468450085,0.05365957226299978,0.20358222726150865,-0.01300674834775617,0.11262952814327765
1977-12-31,0.12529417529428288,0.089345418173149,0.27374930247411,0.006873140027780944,0.1342029309256143
1978-03-31,0.128411792286949,0.1177568019819153,0.2320794499532366,0.02220591701361274,0.12473496438729814
1978-06-30,0.22855429894316504,0.1264032588957753,0.502209888762202,0.07678141756068713,0.18120825582902045
1978-09-30,0.24641087576649312,0.13066338307500192,0.53962716155958,0.09887841205602976,0.17686921556186097
1978-12-31,0.2734518714293588,0.14083485902990844,0.6027491943953751,0.12353149250566786,0.17925202630750237
1979-03-31,0.2140513481778623,0.10653348103588844,0.5266257005548489,0.14005323888834809,0.10789015343844577
1979-06-30,0.15345861948900175,0.06719626620985997,0.37391595371748565,0.15007852689441126,0.042083344032352255
1979-09-30,0.14425408990381605,0.04135502495679,0.38217407324032227,0.14396017536797157,0.03271872380423768
1979-12-31,0.09679653082730821,0.029401856095987,0.24273412703432773,0.1358340234097315,-0.009624168855818183
1980-03-31,0.016689373852303735,-0.03113024502566064,0.09305102493278539,0.12619541860138206,-0.07940263620559129
1980-06-30,-0.14704015902317913,-0.09677785460008692,-0.2818970111152138,0.06425473269927529,-0.19830982430390276
1980-09-30,-0.13885753237770115,-0.09739077737517199,-0.23646435214510897,0.025873043967570064,-0.16870788723682595
1980-12-31,-0.10118030906488062,-0.07737558757208907,-0.1459281023294109,0.04399437665531458,-0.14020648329515528
1981-03-31,-0.12187380426183636,-0.11927795312522427,-0.14439629427185952,0.051897608320264466,-0.16150943354007552
1981-06-30,-0.12480724769964135,-0.11221183283457836,-0.15341982689039158,0.05509074581953555,-0.1636494516972219
1981-09-30,-0.12197360561276227,-0.11576436241877475,-0.12091459819974548,0.052341046268051805,-0.1585218148759715
1981-12-31,-0.13732980163497688,-0.11416345875610712,-0.1937731056858416,0.014102818361194425,-0.1513540251120319
1982-03-31,-0.15523383640364685,-0.11050107991472513,-0.23667479227321786,-0.03266859202232053,-0.14010304671724538
1982-06-30,-0.16873999399336947,-0.10750075491012256,-0.30157094149212327,-0.07268575105360142,-0.12699937559735786
1982-09-30,-0.20614337402251182,-0.11193759418527516,-0.3954267798242185,-0.1196496608233919,-0.1341152541236147
1982-12-31,-0.1693579918360011,-0.0670711799181467,-0.3812949287585685,-0.16547394653898106,-0.060929983627862616
1983-03-31,-0.14286242587017106,-0.03697813713014675,-0.35398301212096783,-0.17424864088122605,-0.02084925425482742
1983-06-30,-0.12940218381732949,-0.04687968488048977,-0.28821324310610996,-0.15801310627850518,-0.01355630022548604
1983-09-30,-0.07595551080253604,-0.015426646308680292,-0.18759226092766523,-0.13331907285638034,0.02881422052331728
1983-12-31,-0.015384081000878846,0.0028540336480520345,-0.02962670704703385,-0.09001528337191889,0.06310465163803092
1984-03-31,-0.023759365297420065,-0.030294004824733767,0.007663480839035897,-0.0508199168928376,0.02816922535211286
1984-06-30,0.028653521779703484,0.002528718108609329,0.11134071097435028,-0.02413492312635812,0.06354341830030652
1984-09-30,0.030615448176980697,0.007747061750102535,0.11727124596969163,-0.006863257101072717,0.051975442650628034
1984-12-31,0.04974607158732702,0.006272273638315395,0.1527629742645933,0.007847355299037684,0.05922214507835033
1985-03-31,0.06364798826653106,0.031609905002751626,0.15718246310352746,0.014962394409879787,0.06746146029679645
1985-06-30,0.06052098604916978,0.024734595819081884,0.13909033851021269,0.020316546026369453,0.05935146471063146
1985-09-30,0.08922764372607883,0.048384244898359796,0.1650473465417901,0.014818445605316422,0.08862223686632653
1985-12-31,0.05461643924562121,0.028881816730857324,0.1082118298810999,0.015361734497042479,0.05164774353540569
1986-03-31,0.07841016849072036,0.058023800473499865,0.13478593208016787,0.008273924014772005,0.07904939402840072
1986-06-30,0.1765990495238159,0.12690972957670144,0.2820733593799669,-0.0010811078998984591,0.18080639842614588
1986-09-30,0.20528228060704334,0.11247175895101402,0.385974719971409,-0.005037967425379319,0.20728748853308931
1986-12-31,0.19618833988247664,0.1216982016679784,0.3601048286311439,-0.006536685816811549,0.19489387789793167
1987-03-31,0.08472678608148909,0.06927555901098059,0.09689638193834571,-0.002212908168282679,0.0808620953530792
1987-06-30,0.08983030274288795,0.05639155159781528,0.14001809142803268,0.009597054436780272,0.07756390512684419
1987-09-30,0.09858694103247645,0.03985751411818961,0.2022886300027682,0.018775146578300594,0.07812232034390076
1987-12-31,0.07695730847062077,0.03815249622297179,0.14156422590107764,0.03393286484674096,0.045928217314638475
1988-03-31,0.10752980143342561,0.07291715449198133,0.20259351949211823,0.04510256989028738,0.06811079479512983
1988-06-30,0.11461089250551626,0.07472351296047841,0.2264905822182235,0.06170856520052537,0.0636250807691956
1988-09-30,0.10131966847142193,0.08572027631143642,0.17201154814486208,0.071884978423439,0.04307039744301111
1988-12-31,0.13205012142168604,0.09687312841693063,0.24268299390273795,0.08467390596371216,0.06287674206172533
1989-03-31,0.10756224428395522,0.07971803221675366,0.21550862711633623,0.10172477764727195,0.02917497934234481
1989-06-30,0.04166477871348495,0.014844702781724006,0.13492396571791176,0.10505571632066935,-0.034844576980020414
1989-09-30,0.08985374595959095,0.038823101700213636,0.23782495950841254,0.0952754785446368,0.014588896900579629
1989-12-31,0.07653023335241493,0.059527620024308225,0.1469282700321095,0.09804702693067069,-0.00035630086932492144
1990-03-31,0.04608507524254657,0.0025593821441241005,0.153614571237914,0.11127395127690054,-0.03620762236782005
1990-06-30,0.024844284777341796,0.021808019068514595,0.030396227584499114,0.09741350800783699,-0.04863720037630892
1990-09-30,-0.028209776134205833,-0.012374457330477484,-0.07527012527647448,0.0743767878624707,-0.08623905566121282
1990-12-31,-0.13695420401658243,-0.10139227984678034,-0.24969026604232758,0.04044491082160917,-0.1708629451332795
1991-03-31,-0.1517863960069349,-0.09929736233388753,-0.30291966156104577,0.0041121225067668465,-0.16283462197733423
1991-06-30,-0.1384373169562806,-0.08483592908521576,-0.30004147031806383,-0.032390216512461545,-0.12613761666919765
1991-09-30,-0.13380446788289313,-0.08145747018495608,-0.29073543921467393,-0.050502388299596745,-0.10886737371561439
1991-12-31,-0.1601335044832124,-0.09777146218015242,-0.33233747441767625,-0.0671955759589058,-0.1232957181045834
1992-03-31,-0.1183824878201799,-0.05403877911869703,-0.2968600361211441,-0.08294604862832289,-0.06685723886474337
1992-06-30,-0.10862325470268397,-0.055236367333127534,-0.25197235067858903,-0.08893988331741809,-0.05081989852723301
1992-09-30,-0.10959122313294134,-0.05614450747572031,-0.24632311816997887,-0.0991147147700504,-0.044251477447234344
1992-12-31,-0.07960680953272914,-0.0337338554696901,-0.18967656683689826,-0.09959387073472048,-0.011330152719870812
1993-03-31,-0.09338357202296188,-0.04420810626847049,-0.19743904798851286,-0.09134038547845102,-0.02887495572063037
1993-06-30,-0.05986766099182428,-0.027999205289196305,-0.1369118972713974,-0.08614207763056703,0.0044223962337626155
1993-09-30,-0.03106861755341661,0.008758700936964736,-0.10134199300121971,-0.08079482362146939,0.031115717211764204
1993-12-31,-0.012421138432799461,-0.0006388432982028514,-0.019032031381455927,-0.069973877163925,0.04303404770976793
1994-03-31,0.006956365925702368,0.023357937195400913,0.021586004316561436,-0.05689048321039614,0.054993094021892786
1994-06-30,0.01798088327007563,0.02554517057807426,0.04370531807725242,-0.038420175332557926,0.05374449317394081
1994-09-30,-0.0022985714078959107,0.0014448739931907095,0.0026535139591392642,-0.022374350623667105,0.02195513482683098
1994-12-31,0.014589042855217782,0.005388370439375123,0.0646798849208432,-0.009779461366339448,0.030198384657159627
1995-03-31,0.018346285369302162,0.008690792740775555,0.0557431324542732,0.0021614795900615213,0.026611009779840655
1995-06-30,0.005243247410823271,0.013040637286970469,-0.0017881005929688554,-0.004266574468040907,0.01785803222154625
1995-09-30,0.0035466331460429767,0.008178469440626834,0.005012461722469164,-0.009209434213422463,0.018593837022024218
1995-12-31,-0.0036261331036594457,0.0028538570950800146,0.005947071028242323,-0.013186942111221067,0.013519275776131101
1996-03-31,-0.01922620209289705,-0.01768459586948068,-0.018237340608598718,-0.016351448548472813,0.001056890716263803
1996-06-30,-0.031134996861416964,-0.03604550962325592,-0.01475793978049078,-0.010389278385140588,-0.014358347894364298
1996-09-30,-0.02160009119997608,-0.029183925390100063,0.0001564668446014661,-0.007514657164143124,-0.007342625039783335
1996-12-31,-0.04773614356304712,-0.04938651869501631,-0.04009223557394004,-0.005678599254608119,-0.035164270478621695
1997-03-31,-0.05398980429255529,-0.05361373481923515,-0.04015124494174249,-0.0006244967786781519,-0.043553398751207895
1997-06-30,-0.05054898885824288,-0.04610038640229597,-0.05470429044993563,0.008962901542540203,-0.04526799951063876
1997-09-30,-0.008664194116313584,-0.020833460506130885,0.029863145931857238,0.01010709230612461,-0.005497024945971929
1997-12-31,-0.01076106627230844,-0.011774715899888322,0.005111238967605569,0.0203639606488748,-0.014709081343151853
1998-03-31,0.022824004640081608,0.022068496963091322,0.04763254709434883,0.027555336256528395,0.014276646788171643
1998-06-30,0.07170952656355989,0.05051271313218786,0.1414189765820093,0.034030422346335354,0.05711404630878114
1998-09-30,0.08022059981822793,0.053499292684784816,0.14479392392146173,0.0356398242921776,0.061843169669226095
1998-12-31,0.10017241069622251,0.05281302300480517,0.23426292884948974,0.0409586280548746,0.07467344066998605
1999-03-31,0.09817191432479633,0.058167380623695086,0.2073199987651364,0.04867513441674021,0.06592997589572192
1999-06-30,0.08329321587523153,0.030272351673439335,0.22116795200832118,0.05791696838228377,0.04314186522021357
1999-09-30,0.0706699681095122,0.012790626314250764,0.21398891274336296,0.06356896731377648,0.023963341518206782
1999-12-31,0.06748459345954783,0.028154235135304795,0.15708154119161977,0.0761832589467546,0.01095533432246798
2000-03-31,0.06767865327448397,0.00436291167061964,0.21934657633012566,0.08685872595661559,0.002897855651708081
2000-06-30,0.05620078590093569,0.008806379135349207,0.18507898665329692,0.09241490416794429,-0.012718315252836732
2000-09-30,0.04169689448208436,0.006096324361832162,0.1503944645493358,0.09513202424549494,-0.029675466577400944
2000-12-31,0.042137756636109636,0.018325628064205235,0.11955411570866281,0.0962211736002061,-0.031031936396742288
2001-03-31,0.026866314966624172,0.013887372810321708,0.07321723222596788,0.09090902823477931,-0.04241226673223952
2001-06-30,-0.012829208179134577,-0.013696440480998495,-0.020578827621769102,0.06391256652796717,-0.06418540680927132
2001-09-30,-0.02810891325620468,-0.018125563772963593,-0.04027777651477127,0.03519564158021504,-0.062131066585292216
2001-12-31,0.031395521257491676,0.03157691657128514,0.026828451580603208,-0.004661487964390143,0.020209855057222725
2002-03-31,0.01642927599922661,0.035870036203891065,-0.04538929566320815,-0.02756299240903426,0.021422953538871026
2002-06-30,-0.031223066554066037,0.0014912370729629476,-0.1226728199135163,-0.040098065746442146,-0.016323169352087108
2002-09-30,-0.03510756979968355,-0.0028827940246083372,-0.13149497351999861,-0.05086985265471211,-0.011934365270574787
2002-12-31,-0.04524745254249818,0.005728160415581218,-0.18345087764041001,-0.05626746748216671,-0.01655881774886858
2003-03-31,-0.08914288728911746,-0.027927472272168852,-0.24532672018541224,-0.06711156329574208,-0.05094277762677213
2003-06-30,-0.009308501991707518,0.03602511003541875,-0.12325328003490421,-0.07873747586123836,0.04117956493046204
2003-09-30,-0.003430316623533769,0.023579667243416758,-0.07754836354663686,-0.0836131758467149,0.051293773633731554
2003-12-31,0.0054851750145192835,0.025560879621898458,-0.049719510868956984,-0.07846002263193352,0.057595592865881784
2004-03-31,-0.01984259596770055,0.008719743717036987,-0.08938303129743941,-0.06961255345886297,0.027552850990351097
2004-06-30,-0.017500487074928794,-0.0048423380665407745,-0.052570847993342884,-0.05260528950420429,0.019825808028434144
2004-09-30,0.005148752337363671,0.006495145431133942,-5.7997323239411536e-05,-0.049631939835017014,0.04087771012133601
2004-12-31,-0.009199202388544103,-0.014703041394071192,0.005576448970023851,-0.04040162520076063,0.019834239346756544
2005-03-31,0.027416314020850985,0.0144225962229807,0.06718693448776802,-0.03375778724170597,0.05289811315492976
2005-06-30,0.048249622722349006,0.022528757290501744,0.12289501350179277,-0.017099988576376735,0.06250942827608919
2005-09-30,-0.016116253889782772,-0.0456235893809499,0.0662879313904976,-0.0043172950374780195,-0.011282004680244428
2005-12-31,-0.011953107626503368,-0.025093865119077408,0.03200336387584524,0.002284976428074792,-0.011445092126517231
2006-03-31,0.030072432787234815,-0.006911884590556694,0.12869200278430792,0.020831380362317797,0.01859163797163932
2006-06-30,-0.008925936885676888,-0.02797567378827115,0.0382931397678441,0.02784580985114049,-0.023764458337512506
2006-09-30,-0.04186464097887255,-0.04634903023514536,-0.023224174570073197,0.028173429240665238,-0.056042597971582175
2006-12-31,0.046335523526636946,0.04494677916189693,0.05800889826094302,0.02789505634302336,0.03114426783605473
2007-03-31,0.01637763937621628,0.024791256134791828,-0.0005729984655652443,0.0359587441628304,-0.0019890406138221017
2007-06-30,-0.04282089429155467,-0.03308344455540968,-0.07757486972472749,0.036098178287248484,-0.05831538914353218
2007-09-30,-0.06296013225593222,-0.0378168146070017,-0.1343186858592389,0.026236630719799647,-0.0705372190576935
